ID,Feature,BackendGitHubURL,FrontendGitHubURL,CommitGitHubURL,HowToUse
57,View scheduling,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/controllers/schedule.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/services/schedule.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/student/SchedulePage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/services/scheduleService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Mo SchedulePage tren web, chi fetchSchedule(); neu bi hoi API thi chi getMyWeekSchedule()."
67,"View Request, approved, and application","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/controllers/request.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/services/request.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/admin/AdminRequestsPage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/services/requestService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Admin xem danh sach don trong AdminRequestsPage; neu bi hoi sau thi chi getAllRequests()/getRequestById()."
68,"Approved/Reject, and application","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/controllers/request.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/services/request.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/admin/AdminRequestsPage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/services/requestService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Chi handleConfirmReview() o FE va reviewRequest() o BE; staffNote la ly do phan hoi."
69,Update application,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/controllers/request.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/services/request.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/student/StudentRequestsPage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/services/requestService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Sinh vien sua/huy don Pending trong StudentRequestsPage; chi handleEditSubmit() va handleConfirmCancel()."
75,VIew,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/controllers/attendance.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/services/attendance.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/admin/AttendancePage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/services/attendanceService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Mo AttendancePage va chi loadClasses(); neu bi hoi sau thi mo getTeachingClasses()."
76,Update,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/controllers/attendance.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/services/attendance.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/admin/AttendancePage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/services/attendanceService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Chi handleSave() va bulkSave(); neu thay hoi nhanh thi no la flow POST attendance/mark."
87,Tuition Summary,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/controllers/finance.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/services/finance.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/student/TuitionPage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/student/PaymentPage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/mobile-app/src/screens/student/TuitionFeeScreen.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/mobile-app/src/hooks/useTuitionFee.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Tong hop hoc phi co ca web va mobile; BE trung tam la getMyTuitionSummary()."
102,Prevent Schedule Conflicts,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/controllers/registration.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/services/registration.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/student/ClassRegistrationPage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/services/classService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Mo checkScheduleConflictNow() o FE; neu thay hoi sau thi chi checkScheduleConflict() o registration.service."
104,Auto-Generate Timetables,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/modules/schedule/schedule.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/modules/schedule/scheduleGenerator.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/admin/TeachingSchedulePage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/services/scheduleService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Trang admin tao lich tu dong nam o TeachingSchedulePage; BE chinh la autoGenerateTimetables()."
116,View Weekly Timetable,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/controllers/schedule.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/services/schedule.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/student/SchedulePage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/services/scheduleService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Feature nay chot bang SchedulePage tren web; ham chinh la fetchSchedule()."
120,View Class Roster,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/modules/classSection/classSection.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/modules/classSection/classSection.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/student/SchedulePage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/services/classService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Mo fetchClassRoster() trong SchedulePage; neu bi hoi API thi chi getClassRosterForStudent()."
123,Take Class Attendance,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/controllers/attendance.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/services/attendance.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/admin/AttendancePage.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/services/attendanceService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Giao dien diem danh giang vien nam o AttendancePage; save xuong mark/bulkSave."
127,Assign Lecturers To Classes,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/modules/classSection/classSection.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/modules/classSection/classSection.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/pages/admin/ClassManagement.jsx | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/frontend-web/src/services/classService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Mo handleAssignLecturer() o ClassManagement; neu bi hoi sau thi mo assignLecturerToClass()."
138,View Weekly Timetable,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/controllers/schedule.controller.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/backend-api/src/services/schedule.service.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/mobile-app/src/screens/student/ScheduleScreen.js | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9/mobile-app/src/services/scheduleService.js","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/b32e45721da557ce9da70a8eb8c2ae6d70cbecc9","Mobile timetable mo thang ScheduleScreen; chi loadSchedule() la du."
153,Create Email Templates,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/6111ac71b00a43a7f0530d58eb327ec21d45012b/backend-api/src/controllers/emailTemplate.controller.js#L57-L59 | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/6111ac71b00a43a7f0530d58eb327ec21d45012b/backend-api/src/services/emailTemplate.service.js#L594-L615","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/6111ac71b00a43a7f0530d58eb327ec21d45012b/frontend-web/src/pages/admin/EmailTemplateManagementPage.jsx#L211-L238 | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/6111ac71b00a43a7f0530d58eb327ec21d45012b/frontend-web/src/services/emailTemplateService.js#L12-L14","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/6111ac71b00a43a7f0530d58eb327ec21d45012b","Mo handleSubmit() nhanh create o FE, roi xuong createTemplate() o service BE."
