ID,Feature,BackendGitHubURL,FrontendGitHubURL,CommitGitHubURL,HowToUse
48,Search_Filter Lecturer,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/backend-api/src/modules/lecturer/lecturer.service.js#L106-L156","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/frontend-web/src/pages/admin/LecturerManagement.jsx#L247-L274","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/42a505601d79f6189ef02725dba16b6db3cf13c3","Mo filter query o BE va fetch/filter state o FE"
92,Auto_Assign Students To Classes,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/backend-api/src/modules/autoEnrollment/autoEnrollment.controller.js#L45-L109","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/frontend-web/src/pages/admin/AutoEnrollmentPage.jsx#L717-L860","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/99447c7a4fc7a6401abadfd46f2b7e80d6b8d28f","Mo API trigger va trang admin log ket qua"
93,Activate Automatic Enrollment,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/backend-api/src/modules/semester/semester.service.js#L201-L231 | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/backend-api/src/modules/semester/semester.service.js#L280-L309","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/frontend-web/src/pages/admin/AutoEnrollmentPage.jsx","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/99447c7a4fc7a6401abadfd46f2b7e80d6b8d28f","Mo semester service phan trigger khi isCurrent=true"
95,Limit Course Overload,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/backend-api/src/services/registration.service.js#L766-L862","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/frontend-web/src/pages/student/ClassRegistrationPage.jsx#L352-L557","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/99447c7a4fc7a6401abadfd46f2b7e80d6b8d28f","Mo checkOverloadLimit va warning/disable dang ky"
100,Check Course Prerequisites,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/backend-api/src/services/registration.service.js#L494-L552","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/frontend-web/src/pages/student/ClassRegistrationPage.jsx#L500-L535","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/99447c7a4fc7a6401abadfd46f2b7e80d6b8d28f","Mo validatePrerequisites va canh bao FE"
101,Verify Student Cohort Eligibility,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/backend-api/src/services/registration.service.js#L331-L361","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/frontend-web/src/pages/student/ClassRegistrationPage.jsx#L352-L396","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/99447c7a4fc7a6401abadfd46f2b7e80d6b8d28f","Mo allowed cohorts va thong tin cohort K"
103,Check Maximum Credit Limit,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/backend-api/src/services/registration.service.js#L864-L892","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/frontend-web/src/pages/student/ClassRegistrationPage.jsx#L352-L396","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/99447c7a4fc7a6401abadfd46f2b7e80d6b8d28f","Mo checkCreditLimit va progress credit"
122,View Lecturer Timetable,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/backend-api/src/modules/lecturer/teachingSchedule.service.js#L156-L280","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/frontend-web/src/pages/admin/TeachingSchedulePage.jsx#L173-L282","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/9dd232513b61f577b6ef4e536b3cf5807ccae12e","Mo teaching schedule service va FE table/timetable"
151,Home Mobile app,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/mobile-app/src/screens/student/HomeScreen.js#L59-L66","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/mobile-app/src/screens/student/HomeScreen.js#L247-L247","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/cd8eb9e99b1c628f3633a0140ecf93f0b100ed1d","Feature mobile-only nen link chinh nam o mobile screen"
159,Export Student Data,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/backend-api/src/controllers/student.controller.js#L114-L126 | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/backend-api/src/services/student.service.js#L313-L339","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/frontend-web/src/pages/admin/StudentManagementPage.jsx#L387-L420","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/4779015d53438b9614dca9aee33f241857b530f2","Mo API export, service export, va button FE; dung blame neu can chung minh tac gia"
160,View Admin Dashboard Analytics,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/backend-api/src/services/dashboard.service.js#L78-L133","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/frontend-web/src/pages/admin/Dashboard.jsx#L109-L188","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/4779015d53438b9614dca9aee33f241857b530f2","Mo stats service va cards dashboard"
166,Feedback lecturer,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/mobile-app/src/screens/student/FeedbackLecturerScreen.js#L478-L545","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/mobile-app/src/services/feedbackService.js#L5-L72","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/aa4e47f4de428550b013a02fc84fec02de3e1397 | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/cd8eb9e99b1c628f3633a0140ecf93f0b100ed1d","Feature mobile-only; link chinh la man hinh feedback"
167,View feedback lecturer,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/mobile-app/src/screens/student/FeedbackLecturerScreen.js#L291-L292","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/mobile-app/src/services/feedbackService.js#L5-L53","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/aa4e47f4de428550b013a02fc84fec02de3e1397","Feature mobile-only; link phu la service lay danh sach va feedback"
168,Update feedback lecturer,"https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/mobile-app/src/screens/student/FeedbackLecturerScreen.js#L538-L545","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/blob/fix/mobile-feedback-sync/mobile-app/src/services/feedbackService.js#L71-L72","https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/cd8eb9e99b1c628f3633a0140ecf93f0b100ed1d | https://github.com/oanhntkce181400-poon/WDP391_SE1808_Group02_SSMS/commit/99ca7c5eb6e94a0b0acd5638c707acdb2f01d965","Feature mobile-only; link chinh la doan update tren screen"
